Text,Sentiment,Timestamp,Platform,Hashtags,Country,Year,Month,Day,Hour
numbness set weight loneliness grows heavier,negative,2021-02-12 16:45:00, Twitter  , #Loneliness #HeavyHeart                  , Canada          ,2021,2,12,16
tear fall like raindrop mourning end cherished friendship,negative,2020-11-28 14:20:00, Facebook , #Grief #LostFriendship                  , UK              ,2020,11,28,14
despair cloud mind feeling adrift endless sea darkness,negative,2016-05-15 22:30:00, Instagram , #Despair #EndlessDarkness               , Australia        ,2016,5,15,22
shattered betrayal trust crumbles like fragile glass,neutral,2018-09-10 13:15:00, Twitter  , #Betrayal #ShatteredTrust               , Germany         ,2018,9,10,13
aching heart symphony pain play silence solitude,neutral,2022-03-20 19:30:00, Facebook , #Suffering #HeartacheSymphony          , Brazil          ,2022,3,20,19
emotional storm whirlwind sadness engulfs every thought,neutral,2017-07-18 17:45:00, Instagram , #EmotionalStorm #SadnessWhirlwind      , India          ,2017,7,18,17
haunted regret ghost past lingers relentlessly,negative,2018-12-15 10:00:00, Twitter  , #Regret #HauntedPast                    , France         ,2018,12,15,10
torn apart grief echo loss reverberate soul,negative,2015-06-28 21:15:00, Facebook , #Grief #TornApart                       , Italy         ,2015,6,28,21
isolation deepens emotional winter warmth distant memory,neutral,2020-04-02 14:20:00, Instagram , #Isolation #EmotionalWinter            , Japan       ,2020,4,2,14
soul crushing disappointment hope shattered like fragile glass,negative,2019-10-08 18:30:00, Twitter  , #Disappointment #CrushedHopes          , Spain        ,2019,10,8,18
painful echo love cherished lost abyss time,neutral,2016-11-22 09:45:00, Facebook , #LostLove #PainfulEchoes               , Netherlands  ,2016,11,22,9
heartache deepens solitary journey abyss despair,negative,2022-08-18 22:00:00, Instagram , #Despair #AbyssOfHeartache             , South Africa ,2022,8,18,22
melancholy lingers bittersweet serenade quietude solitude,negative,2017-03-12 23:30:00, Twitter , #Melancholy #QuietSerenade             , UK         ,2017,3,12,23
bitterness like poison seeping every crevice wounded heart,neutral,2015-12-15 16:15:00, Facebook , #Bitterness #WoundedHeart              , Australia   ,2015,12,15,16
emotional exhaustion weight world crushing weary shoulder,neutral,2021-09-05 13:30:00, Instagram , #Exhaustion #CrushedSpirit             , Canada     ,2021,9,5,13
sorrowful echo symphony pain played string loss,neutral,2018-05-22 20:45:00, Twitter  , #Sorrow #SymphonyOfLoss                , Germany     ,2018,5,22,20
darkness descends engulfing soul shadow despair,neutral,2016-07-10 18:20:00, Facebook , #Darkness #SoulEngulfed                 , USA         ,2016,7,10,18
desperation whisper silent plea glimmer hope abyss,neutral,2019-04-30 14:00:00, Instagram , #Desperation #GlimmerOfHope            , France    ,2019,4,30,14
heart ruin remnant shattered dream scattered wind,neutral,2022-01-08 11:30:00, Twitter  , #Ruins #ShatteredDreams                , Brazil     ,2022,1,8,11
shattered echo shattered dream fragment hope scattered,neutral,2017-09-10 19:15:00, Twitter , #Desolation #ScatteredHope , Australia ,2017,9,10,19
avoiding thorn regret walking barefoot path remorse,negative,2022-04-18 11:30:00, Instagram , #Regret #PathOfRemorse , Canada ,2022,4,18,11
labyrinth grief wall echo footstep lost joy,negative,2018-12-05 21:45:00, Facebook , #Grief #LostJoyFootsteps , USA ,2018,12,5,21
soul adrift sea solitude wave loneliness crashing relentlessly,negative,2016-06-28 14:20:00, Twitter , #Loneliness #CrashingWaves , UK ,2016,6,28,14
bitterness betrayal taste lingers staining palate trust,neutral,2019-10-22 17:00:00, Instagram , #Bitterness #StainedTrust , Germany ,2019,10,22,17
ruin hope echo shattered dream whisper tale loss,neutral,2021-03-15 22:45:00, Facebook , #Desolation #WhisperedLoss , Brazil ,2021,3,15,22
sinking like stone ocean heartbreak ripple sigh despair,neutral,2017-08-10 19:30:00, Twitter , #Heartbreak #RippleOfDespair , France ,2017,8,10,19
tear ink staining page journal testament silent grief,negative,2023-01-28 14:30:00, Instagram , #Grief #SilentTears , India ,2023,1,28,14
wasteland lost trust echo broken promise reverberate,neutral,2016-12-12 10:00:00, Facebook , #Betrayal #ReverberatingPromises , Italy ,2016,12,12,10
avoiding shard shattered dream walking tightrope resilience,neutral,2020-07-18 15:15:00, Twitter , #Resilience #TightropeWalk , Japan ,2020,7,18,15
suffocating silence solitude echo laughter thrived,neutral,2022-05-20 20:30:00, Instagram , #Isolation #SilentSolitude , South Africa ,2022,5,20,20
haunted specter lost possibility ghost refuse fade away,negative,2019-11-08 14:45:00, Twitter , #Regret #FadingPossibilities , Spain ,2019,11,8,14
labyrinth despair echo broken heart reverberate endlessly,negative,2017-03-28 22:00:00, Facebook , #Despair #EndlessReverberation , Australia ,2017,3,28,22
sinking like autumn leaf river sorrow carried away current,neutral,2020-09-15 18:15:00, Instagram , #Sorrow #AutumnLeaves , Canada ,2020,9,15,18
garden broken dream petal fall silent testimony shattered hope,neutral,2018-06-10 13:30:00, Twitter , #Desolation #ShatteredHopes , UK ,2018,6,10,13
tear currency grief spent marketplace lost love longing,negative,2016-12-22 21:45:00, Facebook , #Grief #LostLoveLonging , USA ,2016,12,22,21
wandering maze betrayal wall closing every wrong turn,neutral,2021-01-05 16:20:00, Instagram , #Betrayal #ClosingWalls , Germany ,2021,1,5,16
soul weathered storm heartbreak seeking refuge calm,neutral,2019-04-18 11:00:00, Twitter , #Heartbreak #CalmAfterStorm , Brazil ,2019,4,18,11
tapestry despair thread hope unravel leaving portrait sorrow,negative,2017-08-28 19:30:00, Facebook , #Despair #UnraveledHope , India ,2017,8,28,19
like withered rose garden love petal fall silent surrender time,neutral,2023-02-10 14:30:00, Instagram , #Loss #SilentSurrender , France ,2023,2,10,14
void heartache echo love song play note pang longing,neutral,2022-07-10 22:15:00, Instagram , #Heartache #LoveSongLonging , Japan ,2022,7,10,22
nostalgia bittersweet dance moonlit ballroom cherished memory,neutral,2019-05-15 21:30:00, Twitter , #Nostalgia #CherishedMemories , Italy ,2019,5,15,21
symphony grief tear note composing melancholic melody,negative,2018-11-28 14:00:00, Facebook , #Grief #MelancholicMelody , Germany ,2018,11,28,14
betrayal venomous serpent slithering garden trust poisoning root,neutral,2021-03-02 17:45:00, Instagram , #Betrayal #PoisonedTrust , Canada ,2021,3,2,17
sinking quicksand despair harder fight deeper descend,negative,2016-10-18 19:30:00, Twitter , #Despair #DeepDescent , USA ,2016,10,18,19
wandering cemetery lost dream tombstone marking untold sorrow,neutral,2020-08-15 12:30:00, Facebook , #Desolation #UntoldSorrows , France ,2020,8,15,12
swept away river regret current past refusing release,negative,2017-04-28 16:20:00, Instagram , #Regret #PastCurrents , UK ,2017,4,28,16
whisper lost love linger attic heart forgotten not erased,neutral,2019-09-10 21:00:00, Twitter , #Loss #ForgottenLove , Australia ,2019,9,10,21
gallery broken promise shattered vow framed painful exhibition,neutral,2022-01-28 13:45:00, Facebook , #Betrayal #ShatteredVows , Brazil ,2022,1,28,13
echo solitude silent conversation soul shadow,neutral,2016-06-15 22:30:00, Instagram , #Solitude #ShadowConversation , Spain ,2016,6,15,22
dancing sunshine step celebration joy found simple moment,positive,2021-08-20 15:45:00, Instagram , #Joy #SimpleMoments , USA ,2021,8,20,15
laughter echo air chorus happiness lift spirit higher,positive,2018-04-12 18:30:00, Twitter , #Happiness #SpiritLifter , Canada ,2018,4,12,18
garden contentment bloom whisper tale inner peace joy,positive,2022-02-15 12:20:00, Facebook , #Contentment #InnerPeace , UK ,2022,2,15,12
chasing dream vibrant sky journey fueled hope enthusiasm,positive,2019-10-28 14:15:00, Instagram , #Enthusiasm #HopefulJourney , Australia ,2019,10,28,14
serenading star heart full gratitude melody thankfulness,positive,2017-12-22 21:00:00, Twitter , #Gratitude #ThankfulMelody , India ,2017,12,22,21
basking glow accomplishment milestone stepping stone happiness,neutral,2020-06-10 17:30:00, Facebook , #Accomplishment #HappinessMilestone , Germany ,2020,6,10,17
dance positivity every step rhythm uplifting soul harmony,neutral,2016-09-18 19:45:00, Instagram , #Positivity #SoulUpliftment , France ,2016,9,18,19
overflowing joy cup laughter shared friend moment cherished,positive,2023-03-10 14:30:00, Twitter , #Joy #CherishedMoment , Japan ,2023,3,10,14
draped warmth kindness quilt compassion stitched love,neutral,2019-05-05 12:15:00, Facebook , #Kindness #LoveStitches , Brazil ,2019,5,5,12
garden friendship bloom testament beauty camaraderie,neutral,2018-08-28 16:00:00, Instagram , #Friendship #CamaraderieBlooms , South Africa ,2018,8,28,16
embrace love heartbeat melody dancing rhythm affection,positive,2022-11-15 20:45:00, Twitter , #Love #RhythmOfAffection , USA ,2022,11,15,20
surrounded color joy canvas painted laughter endless smile,positive,2019-07-02 17:00:00, Instagram , #Joy #EndlessSmiles , Canada ,2019,7,2,17
symphony excitement note burst energy igniting soul fervor,positive,2021-04-18 14:20:00, Facebook , #Excitement #IgnitedSoul , UK ,2021,4,18,14
surprise gift wrapped anticipation unfolds moment delight wonder,neutral,2023-02-05 19:30:00, Twitter , #Surprise #WonderfulMoment , Australia ,2023,2,5,19
lost maze curiosity twist turn unveils treasure discovery,neutral,2018-09-22 12:45:00, Instagram , #Curiosity #TreasuresOfDiscovery , India ,2018,9,22,12
floating cloud gratitude raindrop blessing shower thankfulness,positive,2016-12-10 21:15:00, Facebook , #Gratitude #ShowerOfThankfulness , Germany ,2016,12,10,21
like comet inspiration streaking sky creativity leaving trail brilliance,positive,2020-05-28 16:00:00, Twitter , #Inspiration #BrilliantTrails , France ,2020,5,28,16
celebration success firework accomplishment light night sky triumph,neutral,2017-11-15 22:30:00, Instagram , #Success #NightSkyTriumph , Japan ,2017,11,15,22
symphony laughter note key unlocking door boundless happiness,positive,2021-08-02 19:00:00, Facebook , #Happiness #BoundlessLaughter , Brazil ,2021,8,2,19
carnival emotion rollercoaster thrill sends heart wild ride,neutral,2019-03-28 15:30:00, Instagram , #Thrill #WildHeartRide , South Africa ,2019,3,28,15
standing grandeur eiffel tower moment reflect beauty parisian dream,neutral,2018-05-12 17:30:00, Twitter , #Reflection #ParisianDreams , France ,2018,5,12,17
lost enchantment disneyland ride journey realm childhood fantasy,neutral,2022-09-28 15:45:00, Instagram , #Enchantment #ChildhoodFantasies , USA ,2022,9,28,15
exploring wonder ferrari world roar engine creating symphony speed,positive,2019-11-10 14:00:00, Facebook , #Excitement #SymphonyOfSpeed , Italy ,2019,11,10,14
amidst tulip field keukenhof tapestry color paint soul springtime joy,positive,2021-04-02 18:20:00, Instagram , #Joy #SpringtimeColors , Netherlands ,2021,4,2,18
wandering historical street kyoto step journey heart japan tradition,neutral,2017-08-22 21:30:00, Twitter , #Exploration #JapaneseTraditions , Japan ,2017,8,22,21
embrace grand canyon nature masterpiece moment marvel earth grandeur,neutral,2020-06-15 16:45:00, Instagram , #Awe #EarthsGrandeur , USA ,2020,6,15,16
journeying serenity santorini sunset paint sky hue tranquility,positive,2016-09-10 19:15:00, Facebook , #Serenity #SunsetHues , Greece ,2016,9,10,19
amazed architectural marvel petra stone telling tale ancient civilization,neutral,2023-01-28 13:00:00, Twitter , #Amazement #AncientTales , Jordan ,2023,1,28,13
embarking gondola ride venice canal reflecting romance timeless city,neutral,2019-04-18 16:30:00, Instagram , #Romance #TimelessCity , Italy ,2019,4,18,16
summit machu picchu breathtaking panorama whisper secret ancient civilization,neutral,2017-11-05 22:00:00, Facebook , #Awe #AncientCivilizations , Peru ,2017,11,5,22
heart new york city time square dazzle light vibrant spectacle urban energy,positive,2022-07-20 21:45:00, Instagram , #Excitement #UrbanEnergy , USA ,2022,7,20,21
captivated historical charm colosseum stone echoing tale gladiator valor,neutral,2018-03-15 17:30:00, Twitter , #Captivation #GladiatorTales , Italy ,2018,3,15,17
sailing azure water maldives wave whisper serenity paradise,positive,2019-10-28 14:15:00, Facebook , #Serenity #ParadiseWhispers , Maldives ,2019,10,28,14
midst amazon rainforest symphony wildlife creates orchestra nature wonder,neutral,2021-06-10 16:00:00, Instagram , #Wonder #NatureOrchestra , Brazil ,2021,6,10,16
walking great wall china step testament ancient engineering marvel,neutral,2017-08-18 19:30:00, Twitter , #Awe #EngineeringMarvels , China ,2017,8,18,19
summit mount fuji breathtaking sunrise paint sky hue accomplishment,neutral,2020-04-15 05:30:00, Facebook , #Accomplishment #SunriseHues , Japan ,2020,4,15,5
exploring ancient ruin angkor wat stone whispering story khmer civilization,neutral,2016-11-22 13:00:00, Instagram , #Exploration #KhmerStories , Cambodia ,2016,11,22,13
skiing slope swiss alp turn dance majesty snow capped peak,neutral,2019-01-10 14:45:00, Twitter , #Adventure #SnowPeakDance , Switzerland ,2019,1,10,14
tranquility kyoto bamboo forest whisper ancient zen wisdom echo grove,neutral,2023-02-28 16:20:00, Facebook , #Tranquility #ZenWisdom , Japan ,2023,2,28,16
cruising fjord norway icy landscape breathtaking masterpiece nature grandeur,neutral,2018-05-28 18:30:00, Instagram , #Grandeur #IcyMasterpiece , Norway ,2018,5,28,18
front row adele concert note someone like resonates soul stirring emotion,neutral,2022-09-15 20:00:00, Instagram , #Emotion #AdeleConcert , USA ,2022,9,15,20
dancing star beyonc live show feeling power single lady every move,neutral,2019-07-28 21:30:00, Twitter , #Energy #BeyonceConcert , USA ,2019,7,28,21
crowd taylor swift concert lyric love story create enchanting fairy tale,neutral,2021-05-10 19:45:00, Facebook , #Enchantment #TaylorSwift , USA ,2021,5,10,19
rocking guitar solo queen tribute concert journey back time freddie spirit,neutral,2018-12-02 22:15:00, Instagram , #Nostalgia #QueenTribute , UK ,2018,12,2,22
swaying ed sheeran acoustic melody serene evening filled perfect moment,positive,2020-08-18 19:00:00, Twitter , #Serenity #EdSheeranConcert , UK ,2020,8,18,19
immersed pulsating beat bruno mar concert uptown funk becomes city joy,positive,2017-03-28 20:30:00, Facebook , #Joy #BrunoMars , USA ,2017,3,28,20
michael jackson tribute show moonwalking hit celebration king pop,neutral,2022-01-15 21:15:00, Instagram , #Celebration #MJTribute , USA ,2022,1,15,21
swinging rhythm frank sinatra tribute feeling timeless charm fly moon,neutral,2019-06-10 18:45:00, Twitter , #Charm #SinatraTribute , USA ,2019,6,10,18
mosh pit metallica concert thunderous chord create symphony headbanging ecstasy,neutral,2023-03-20 22:30:00, Facebook , #Ecstasy #MetallicaConcert , USA ,2023,3,20,22
experiencing magic coldplay concert fix becomes beacon hope night,positive,2016-11-28 19:00:00, Instagram , #Hope #ColdplayMagic , UK ,2016,11,28,19
justin bieber concert infectious beat baby create dance floor unbridled enthusiasm,positive,2018-08-05 20:00:00, Instagram , #Enthusiasm #JustinBieber , Canada ,2018,8,5,20
spotlight lady gaga show costume change metamorphosis creativity artistry,neutral,2021-04-15 21:30:00, Twitter , #Creativity #LadyGaga , USA ,2021,4,15,21
immersed soulful melody adele tear flow freely moved emotion hello,neutral,2019-11-28 19:45:00, Facebook , #Emotion #AdeleMelodies , UK ,2019,11,28,19
drenched confetti katy perry concert kaleidoscope color igniting night sky,neutral,2020-06-22 22:00:00, Instagram , #Colorful #KatyPerry , USA ,2020,6,22,22
audience jay z performance lyric empire state mind become anthem pride,positive,2017-09-10 20:15:00, Twitter , #Pride #JayZAnthem , USA ,2017,9,10,20
dancing shakira rhythmic beat hip swaying hypnotic charm hip not lie,neutral,2022-02-28 21:15:00, Facebook , #Hypnotic #ShakiraRhythms , Colombia ,2022,2,28,21
u concert anthemic chord without create timeless moment connection,neutral,2016-05-15 19:30:00, Instagram , #Connection #U2Anthem , Ireland ,2016,5,15,19
rocking gun n rose show iconic riff sweet child mine echoing night,neutral,2018-12-10 22:30:00, Twitter , #Iconic #GNRConcert , USA ,2018,12,10,22
crowd ariana grande concert high note create euphoric symphony,positive,2023-01-22 20:00:00, Facebook , #Euphoria #ArianaGrande , USA ,2023,1,22,20
swaying reggae vibe bob marley tribute concert chord journey jamaica soul,neutral,2020-03-05 18:45:00, Instagram , #Journey #BobMarleyTribute , Jamaica ,2020,3,5,18
captivated spellbinding plot twist audience applauds experiencing rollercoaster emotion movie premiere,positive,2018-10-12 20:00:00, Twitter , #Excitement #MoviePremiereThrills , USA ,2018,10,12,20
credit roll profound sense nostalgia wash reminiscent cherished moment classic film,neutral,2019-06-25 22:15:00, Instagram , #Nostalgia #ClassicFilmMoments , UK ,2019,6,25,22
streaming latest web series viewer engrossed character journey feeling sense connection empathy,neutral,2020-07-08 19:30:00, Facebook , #Engagement #WebSeriesJourney , Canada ,2020,7,8,19
film festival indie filmmaker creation receives standing ovation evoking pride sense accomplishment,positive,2017-09-18 21:45:00, Twitter , #Pride #IndieFilmSuccess , Australia ,2017,9,18,21
watching heartwarming family drama tear flow freely character overcome challenge leaving viewer warm glow,neutral,2021-01-15 18:00:00, Instagram , #Touched #FamilyDramaMoments , India ,2021,1,15,18
oscar actor graciously accepts award radiating joy gratitude recognition outstanding performance,positive,2016-02-28 20:30:00, Facebook , #Gratitude #OscarWinningMoment , USA ,2016,2,28,20
discovering hidden gem world documentary viewer enlightened inspired feeling renewed sense curiosity,positive,2022-04-20 17:30:00, Twitter , #Inspiration #HiddenGemDiscovery , France ,2022,4,20,17
movie credit roll viewer experience mix awe contemplation pondering deeper meaning woven storyline,neutral,2019-11-05 21:15:00, Instagram , #Contemplation #DeepMeanings , Germany ,2019,11,5,21
binge watching thrilling crime series suspense keep viewer edge seat creating rush adrenaline,neutral,2015-07-12 22:00:00, Facebook , #Suspense #CrimeSeriesThrills , Japan ,2015,7,12,22
closing scene unfolds sense satisfaction wash completing cinematic journey profound fulfilling ending,positive,2020-09-10 19:45:00, Twitter , #Satisfaction #FulfillingEnding , Brazil ,2020,9,10,19
celebrating historic victory world cup nation erupts joy united triumph football team,positive,2018-07-15 21:30:00, Instagram , #Joy #WorldCupTriumph , Brazil ,2018,7,15,21
olympics athlete perseverance shine earning gold medal inspiring generation remarkable achievement,positive,2020-08-08 19:45:00, Twitter , #Inspiration #OlympicAchievement , USA ,2020,8,8,19
cricket championship nail biting finish leaf fan edge seat experiencing rollercoaster emotion,positive,2019-06-25 22:15:00, Facebook , #Excitement #CricketChampionship , India ,2019,6,25,22
witnessing record breaking marathon spectator filled awe admiration endurance dedication runner,positive,2021-11-07 17:30:00, Instagram , #Admiration #MarathonRecords , Kenya ,2021,11,7,17
tennis grand slam fierce rivalry unfolds captivating fan display skill sportsmanship world stage,neutral,2017-09-10 20:15:00, Twitter , #Captivation #TennisRivalry , UK ,2017,9,10,20
cheering underdog basketball final crowd erupts applause team defies odds claim championship title,neutral,2022-06-20 21:00:00, Facebook , #Triumph #BasketballFinals , USA ,2022,6,20,21
golf tournament golfer precision focus lead stunning victory leaving spectator awe exceptional skill,neutral,2016-04-10 18:30:00, Instagram , #Awe #GolfVictory , Scotland ,2016,4,10,18
experiencing thrill high speed formula race fan edge seat driver compete championship,neutral,2019-11-24 19:45:00, Twitter , #Thrill #Formula1Championship , Germany ,2019,11,24,19
cycling world championship climber conquers challenging terrain symbolizing determination achievement odds,positive,2015-09-28 22:30:00, Facebook , #Determination #CyclingChampion , Italy ,2015,9,28,22
witnessing heartwarming comeback hockey final fan share tear joy team secures historic victory adversity,neutral,2020-12-12 20:00:00, Instagram , #Heartwarming #HockeyFinalsComeback , Canada ,2020,12,12,20
series defeat soccer team face disappointment struggling find silver lining challenging season,negative,2019-11-02 18:45:00, Twitter , #Disappointment #SoccerDefeats , Brazil ,2019,11,2,18
tennis tournament highly anticipated player experience setback leaving fan shock questioning unforeseen turn event,negative,2018-07-10 21:15:00, Instagram , #Frustration #TennisSetback , USA ,2018,7,10,21
facing defeat championship boxer reflects challenge vowing return stronger determined next bout,neutral,2020-09-18 19:30:00, Facebook , #Reflection #BoxingDefeat , UK ,2020,9,18,19
midst cycling race tire blowout lead frustration cyclist valiantly try overcome unexpected obstacle,neutral,2017-05-15 22:00:00, Twitter , #Obstacle #CyclingFrustration , France ,2017,5,15,22
gymnast unexpected fall routine spark wave sympathy audience highlighting vulnerability sport,neutral,2021-04-05 20:15:00, Instagram , #Sympathy #GymnasticsFall , Japan ,2021,4,5,20
golf tournament missed crucial putt result defeat causing golfer reflect pressure high stake competition,neutral,2016-08-20 18:30:00, Facebook , #Pressure #GolfDefeat , USA ,2016,8,20,18
experiencing series loss basketball season team grapple frustration determined turn tide renewed effort,neutral,2019-02-12 19:45:00, Twitter , #RenewedEffort #BasketballStruggles , Canada ,2019,2,12,19
despite meticulous training swimmer face disappointment split second miscalculation cost lead crucial race,neutral,2015-06-28 20:00:00, Instagram , #Miscalculation #SwimmingDisappointment , Australia ,2015,6,28,20
weightlifter failed attempt personal record result frustration highlighting challenging nature pushing physical limit,neutral,2022-01-08 21:30:00, Facebook , #Challenge #WeightliftingFailure , Germany ,2022,1,8,21
midst soccer match unexpected goal creates moment despair player teammate console encourage,negative,2018-12-15 20:15:00, Twitter , #Despair #OwnGoal , Spain ,2018,12,15,20
serene beauty sunset nature unfolds canvas color evoking sense tranquility wonder,neutral,2021-07-10 19:00:00, Instagram , #Tranquility #SunsetBeauty , Canada ,2021,7,10,19
embarking spontaneous road trip traveler discovers hidden gem creating memory cherished lifetime,neutral,2019-09-28 20:30:00, Twitter , #Adventure #RoadTripMemories , USA ,2019,9,28,20
amidst bustling city quiet caf becomes sanctuary reflection cup coffee brings solace wandering mind,neutral,2022-03-15 18:45:00, Facebook , #Solace #CafeReflection , France ,2022,3,15,18
exploring vibrant street art cultural neighborhood mural tell story infusing city creativity expression,neutral,2017-11-05 21:15:00, Instagram , #Creativity #StreetArtVibes , Brazil ,2017,11,5,21
world science breakthrough discovery unfolds pushing boundary knowledge opening new frontier exploration,neutral,2020-05-20 16:30:00, Twitter , #Breakthrough #ScientificDiscovery , Germany ,2020,5,20,16
connecting melody live orchestra music enthusiast experience symphony resonates deep within soul,neutral,2016-08-22 19:45:00, Facebook , #Harmony #OrchestraMelody , UK ,2016,8,22,19
embracing aroma freshly baked bread home chef find joy art baking creating delicious memory loved one,neutral,2023-04-10 17:15:00, Instagram , #JoyInBaking #HomemadeDelights , India ,2023,4,10,17
wandering historical museum history enthusiast becomes immersed tale past envisioning bygone era,neutral,2015-12-18 18:00:00, Twitter , #EnvisioningHistory #MuseumTales , Italy ,2015,12,18,18
realm literature captivating novel transport reader distant land weaving tapestry imagination escape,neutral,2021-10-08 20:30:00, Facebook , #Imagination #LiteraryEscape , Japan ,2021,10,8,20
capturing essence bustling market photographer freeze moment time frame telling unique vibrant story,neutral,2019-03-22 21:45:00, Instagram , #Vibrancy #MarketStories , Australia ,2019,3,22,21
underneath city light dancer express emotion graceful movement creating mesmerizing performance night sky,neutral,2018-06-15 22:00:00, Twitter , #Mesmerizing #NightDancePerformance , USA ,2018,6,15,22
heart bustling market street food connoisseur indulges culinary adventure savoring diverse flavor aroma,neutral,2019-08-28 19:30:00, Instagram , #CulinaryAdventure #StreetFoodDelights , Thailand ,2019,8,28,19
first snowflake descends winter enthusiast eagerly prepares season frosty delight anticipating magic snow covered landscape,neutral,2022-12-01 17:45:00, Facebook , #WinterMagic #SnowyLandscapes , Canada ,2022,12,1,17
amidst page captivating mystery novel reader unravels clue secret experiencing thrilling journey suspense revelation,neutral,2017-04-10 21:15:00, Twitter , #ThrillingJourney #MysteryNovel , UK ,2017,4,10,21
surrounded vibrant color flower garden gardener nurture blossom finding joy beauty nature ever changing canvas,neutral,2020-05-15 18:30:00, Instagram , #NaturesBeauty #FloralJoy , Australia ,2020,5,15,18
astronomy observatory stargazer marvel vastness cosmos contemplating mystery hidden within celestial expanse,neutral,2016-09-22 20:00:00, Facebook , #CelestialWonder #Stargazing , USA ,2016,9,22,20
engulfed aroma freshly brewed coffee writer find inspiration every sip embarking journey creativity prose,neutral,2023-02-12 19:45:00, Twitter , #CreativeInspiration #CoffeeJourney , France ,2023,2,12,19
realm fashion designer unveils collection tell story blending innovation tradition runway creativity,neutral,2015-11-10 21:00:00, Instagram , #RunwayCreativity #FashionInnovation , Italy ,2015,11,10,21
wave crash shore surfer embrace thrill riding ocean energy capturing essence freedom wave,neutral,2021-07-20 18:15:00, Facebook , #OceansFreedom #SurfingThrills , Brazil ,2021,7,20,18
exploring historical architecture ancient city traveler transported bygone era monument whisper tale past,neutral,2019-04-18 20:30:00, Twitter , #WhispersOfThePast #HistoricalTour , Greece ,2019,4,18,20
successfully avoided eye contact crush hallway mission accomplished teencrush stealthmode,positive,2023-05-20 19:45:00, Twitter , #CrushStruggles #AvoidingEyeContact , USA,2023,5,20,19
ran snack movie marathon crisis level emergency movienightstruggles teenproblems,negative,2023-05-21 21:00:00, Instagram , #SnackCrisis #TeenLife , Canada,2023,5,21,21
spent hour choosing perfect filter selfie struggle instagram aesthetic real selfiequeen teenvibes,positive,2023-05-22 14:30:00, Facebook , #SelfieStruggle #TeenConfessions , UK,2023,5,22,14
lost headphone vanish thin air headphonemystery teenlife,negative,2023-05-23 16:45:00, Twitter , #TeenProblems #LostHeadphones , USA,2023,5,23,16
decided study exam ended making meme studying instead procrastination level expert procrastinationnation teenconfessions,neutral,2023-05-24 13:15:00, Instagram , #StudyingMemes #TeenLife , Canada,2023,5,24,13
got dressed day remembered saturday oops weekendvibes teenstruggles,neutral,2023-05-25 19:00:00, Facebook , #WeekendOops #TeenFashion , USA,2023,5,25,19
survived group project without drama miracle happen groupprojectsuccess teenachievements,positive,2023-05-26 14:20:00, Twitter , #TeenSuccess #ProjectMiracle , UK,2023,5,26,14
entered kitchen intention cook left bag chip cooking overrated anyway masterchefintraining teenhumor,negative,2023-05-27 21:15:00, Instagram , #TeenChef #CookingFail , Canada,2023,5,27,21
staring clock class waiting bell ring like exciting event day classcountdown teenlife,neutral,2023-05-28 12:00:00, Facebook , #ClassEvent #TeenExcitement , USA,2023,5,28,12
discovered new book series spent whole night reading need sleep anyway bookwormlife latenightreading,positive,2023-05-29 23:30:00, Twitter , #BookDiscoveries #TeenReading , UK,2023,5,29,23
bought new video game played hour forgot eat ultimate gaming session gamerlife nofoodgaming,positive,2023-05-30 20:45:00, Instagram , #GameOn #TeenGamer , USA,2023,5,30,20
spent day binge watching new series productivity level zero lazyday tvseriesmarathon,positive,2023-05-31 15:30:00, Facebook , #BingeWatchDay #TeenLife , Canada,2023,5,31,15
caught latest fashion trend planning shopping spree fashionista trendyteen,positive,2023-06-01 18:00:00, Twitter , #FashionGoals #TeenStyle , USA,2023,6,1,18
decided learn new instrument day one still trying figure hold musicnovice learningjourney,negative,2023-06-02 14:30:00, Instagram , #InstrumentLearning #TeenMusic , UK,2023,6,2,14
spent hour creating perfect playlist every mood music therapy playlistmaker teenmusiclover,positive,2023-06-03 21:15:00, Facebook , #MusicTherapy #TeenPlaylist , Canada,2023,6,3,21
successfully cooked gourmet meal family chef skill unlocked chefmode teenchef,positive,2023-06-04 19:30:00, Twitter , #CookingSuccess #TeenCook , USA,2023,6,4,19
spontaneously booked weekend getaway adventure awaits travelbug weekendescape,positive,2023-06-05 10:00:00, Instagram , #GetawayGoals #TeenTravel , UK,2023,6,5,10
attended concert danced night away music heartbeat life concertvibes danceallnight,positive,2023-06-06 22:30:00, Facebook , #MusicMagic #TeenConcert , Canada,2023,6,6,22
rediscovered childhood cartoon nostalgia filled marathon cartoonnostalgia teenmemories,positive,2023-06-07 12:45:00, Twitter , #ChildhoodMemories #TeenCartoons , USA,2023,6,7,12
embarked diy home decor project let hope turn better last time diyadventure teenhomedecor,positive,2023-06-08 16:00:00, Instagram , #DIYGoals #TeenCreative , UK,2023,6,8,16
spent afternoon museum pretending cultured art enthusiast making museumday teenartlover,neutral,2023-06-09 14:00:00, Facebook , #CulturalDay #TeenCuriosity , USA,2023,6,9,14
started blog random thought musing blogging new diary bloggerlife teenblogger,neutral,2023-06-10 17:30:00, Twitter , #BloggingJourney #TeenThoughts , Canada,2023,6,10,17
relishing peaceful afternoon classic novel quiet moment best moment booklover peacefulafternoon,positive,2023-06-11 15:30:00, Instagram , #QuietMoments #BookishEscape , USA,2023,6,11,15
